単位数,曜日時限,開講区分,担当教員,授業科目,曜日,開講年度学期,row_index
2.0単位,水3,週間授業,入江　祐加,F08950 初修外国語２ ドイツ語 入江 祐加,3,2025年度秋学期,30
0.5単位,水3,週間授業(学期前半),入江　祐加,F08951 ドイツ語ⅡＡ (前半)ドイツ語 入江 祐加,3,2025年度秋学期,31
0.5単位,水3,週間授業(学期後半),入江　祐加,F08952 ドイツ語ⅡＢ (後半)ドイツ語 入江 祐加,3,2025年度秋学期,32
2.0単位,水2,週間授業,三木　恒治,F08960 初修外国語２ ドイツ語 三木 恒治,3,2025年度春学期,33
0.5単位,水2,週間授業(学期前半),三木　恒治,F08961 ドイツ語ⅡＡ (前半)ドイツ語 三木 恒治,3,2025年度春学期,34
0.5単位,水2,週間授業(学期後半),三木　恒治,F08962 ドイツ語ⅡＢ (後半)ドイツ語 三木 恒治,3,2025年度春学期,35
2.0単位,水4,週間授業,崔　ソヒョン,F08980 初修外国語２ ハングル 崔 ソヒョン,3,2025年度秋学期,36
0.5単位,水4,週間授業(学期前半),崔　ソヒョン,F08981 ハングルⅡＡ (前半)ハングル 崔 ソヒョン,3,2025年度秋学期,37
0.5単位,水4,週間授業(学期後半),崔　ソヒョン,F08982 ハングルⅡＢ (後半)ハングル 崔 ソヒョン,3,2025年度秋学期,38
2.0単位,水3,週間授業,柳　枝青,F08990 初修外国語２ ハングル 柳 枝青,3,2025年度春学期,39
0.5単位,水3,週間授業(学期前半),柳　枝青,F08991 ハングルⅡＡ (前半)ハングル 柳 枝青,3,2025年度春学期,40
0.5単位,水3,週間授業(学期後半),柳　枝青,F08992 ハングルⅡＢ (後半)ハングル 柳 枝青,3,2025年度春学期,41
2.0単位,水4,週間授業,藤野　薫,F09020 初修外国語２ フランス語 藤野 薫,3,2025年度秋学期,42
0.5単位,水4,週間授業(学期前半),藤野　薫,F09021 フランス語ⅡＡ (前半)フランス語 藤野 薫,3,2025年度秋学期,43
0.5単位,水4,週間授業(学期後半),藤野　薫,F09022 フランス語ⅡＢ (後半)フランス語 藤野 薫,3,2025年度秋学期,44
2.0単位,水4,週間授業,支　洪涛,F09040 初修外国語２ 中国語 支 洪涛,3,2025年度秋学期,45
0.5単位,水4,週間授業(学期前半),支　洪涛,F09041 中国語ⅡＡ (前半)中国語 支 洪涛,3,2025年度秋学期,46
0.5単位,水4,週間授業(学期後半),支　洪涛,F09042 中国語ⅡＢ (後半)中国語 支 洪涛,3,2025年度秋学期,47
2.0単位,水3,週間授業,楊　霊琳,F09060 初修外国語２ 中国語 楊 霊琳,3,2025年度春学期,48
0.5単位,水3,週間授業(学期前半),楊　霊琳,F09061 中国語ⅡＡ (前半)中国語 楊 霊琳,3,2025年度春学期,49
0.5単位,水3,週間授業(学期後半),楊　霊琳,F09062 中国語ⅡＢ (後半)中国語 楊 霊琳,3,2025年度春学期,50
2.0単位,水3,週間授業,楊　霊琳,F09070 初修外国語２ 中国語 楊 霊琳,3,2025年度秋学期,51
0.5単位,水3,週間授業(学期前半),楊　霊琳,F09071 中国語ⅡＡ (前半)中国語 楊 霊琳,3,2025年度秋学期,52
0.5単位,水3,週間授業(学期後半),楊　霊琳,F09072 中国語ⅡＢ (後半)中国語 楊 霊琳,3,2025年度秋学期,53
2.0単位,水5,週間授業,谷川　依津江,F09130 基盤日本語２ 留学生対象科目 谷川 依津江,3,2025年度秋学期,54
2.0単位,水5,週間授業,青井　由佳,F09140 基盤日本語２ 留学生対象科目 青井 由佳,3,2025年度秋学期,55
2.0単位,水5,週間授業,藤原　ゆう子,F09160 日本語口語表現 留学生対象科目 藤原 ゆう子,3,2025年度春学期,56
2.0単位,水5,週間授業,木村　光宏／ダッタ　シャミ／永留　聡,F09180 国際バカロレア概論,3,2025年度春学期,57
2.0単位,水4,週間授業,木村　光宏／ダッタ　シャミ,F09200 ＩＢ教育課程・方法論,3,2025年度秋学期,58
2.0単位,水4,週間授業,木村　光宏／谷川　依津江／ダッタ　シャミ／大川　稔和,F09260 ＤＰ教育実践研究１,3,2025年度春学期,59
2.0単位,水3,週間授業,高原　周一／滝澤　昇／木庭　雅保／クルモフ　バレリー／上嶋　明／三木　淳男／新原　隆史／春日　二郎／牧　涼介／吉木　才三,F09370 科学・工作ボランティア入門,3,2025年度春学期,60
2.0単位,水3,週間授業,高原　周一／滝澤　昇／木庭　雅保／クルモフ　バレリー／上嶋　明／三木　淳男／新原　隆史／春日　二郎／牧　涼介／吉木　才三,F09371 科学・工作ボランティア入門,3,2025年度春学期,61
1.0単位,水3,週間授業,上嶋　明／滝澤　昇／高原　周一／竹崎　誠／三木　淳男／新原　隆史／糸山　嘉彦／春日　二郎／吉木　才三,F09380 科学ボランティア実践指導１,3,2025年度秋学期,62
1.0単位,水3,週間授業,上嶋　明／滝澤　昇／高原　周一／竹崎　誠／三木　淳男／新原　隆史／糸山　嘉彦／春日　二郎／吉木　才三,F09381 科学ボランティア実践指導Ⅰ,3,2025年度秋学期,63
1.0単位,水5,週間授業,藤木　利之／森　嘉久／荒谷　督司／谷田　理,F10640 教職基礎演習,3,2025年度秋学期,64
2.0単位,水3,週間授業,石井　一郎,F10860 教職への数学Ⅰ 応数：MA、基礎理：SA,3,2025年度春学期,65
2.0単位,水4,週間授業,石井　一郎,F10870 教職への数学Ⅰ 応数：MB、基礎理：SB,3,2025年度春学期,66
2.0単位,水3,週間授業,石井　一郎,F10880 教職への数学Ⅱ 応数：MA、基礎理：SA,3,2025年度秋学期,67
2.0単位,水2,週間授業,石井　一郎,F10890 教職への数学Ⅱ 応数：MB、基礎理：SB,3,2025年度秋学期,68
2.0単位,水2,週間授業,辻川　亨,F10990 解析学と演習Ⅱ 2023年度以降入学生,3,2025年度春学期,69
2.0単位,水1,週間授業,陰山　真矢,F11470 集合と位相Ⅱ,3,2025年度秋学期,70
2.0単位,水1,週間授業,陰山　真矢,F11520 現象の数理Ⅰ,3,2025年度春学期,71
2.0単位,水2,週間授業,青山　崇洋,F11550 偶然の数理Ⅰ,3,2025年度春学期,72
2.0単位,水2,週間授業,藤田　佳江,F11640 情報リテラシーⅡ,3,2025年度秋学期,73
2.0単位,水1,週間授業,伊代野　淳,F11660 情報システム概論Ⅰ,3,2025年度春学期,74
2.0単位,水2,週間授業,藤木　利之,F11700 生態学,3,2025年度春学期,75
2.0単位,水2,週間授業,荒谷　督司,F11850 電子計算機概論,3,2025年度秋学期,76
2.0単位,水1,週間授業,杉山　裕子,F11950 基礎化学Ⅰ,3,2025年度秋学期,77
2.0単位,水2,週間授業,藤田　佳江,F12060 情報リテラシー,3,2025年度春学期,78
1.0単位,水3,週間授業,寺本　智光,F12070 基礎解析演習,3,2025年度春学期,79
2.0単位,水4,週間授業,寺本　智光,F12080 微分積分学Ⅲ,3,2025年度春学期,80
2.0単位,水1,週間授業,荒谷　督司,F12160 代数学Ⅲ 〔23生のみ〕,3,2025年度秋学期,81
2.0単位,水1,週間授業,杉山　裕子,F12210 水環境科学,3,2025年度春学期,82
2.0単位,水3 水4,週間授業(学期前半),寺本　智光,F12330 微分積分学Ⅰ (前半)水34 寺本智光 ＳＡクラス,3,2025年度秋学期,83
2.0単位,水3 水4,週間授業(学期前半),辻川　亨,F12340 微分積分学Ⅰ (前半)水34 辻川亨 ＳＢクラス,3,2025年度秋学期,84
2.0単位,水3 水4,週間授業(学期後半),寺本　智光,F12350 微分積分学Ⅱ (後半)水34 寺本智光 ＳＡクラス,3,2025年度秋学期,85
2.0単位,水3 水4,週間授業(学期後半),辻川　亨,F12360 微分積分学Ⅱ (後半)水34 辻川亨 ＳＢクラス,3,2025年度秋学期,86
2.0単位,水1,週間授業,長渕　裕,F12490 解析学Ⅱ,3,2025年度秋学期,87
2.0単位,水2,週間授業,稲葉　和正,F12590 幾何学Ⅰ,3,2025年度春学期,88
2.0単位,水3,週間授業,渡邉　誠,F12650 質点の力学Ⅱ,3,2025年度春学期,89
2.0単位,水3,週間授業,今井　剛樹,F12890 量子力学の基礎,3,2025年度秋学期,90
2.0単位,水1,週間授業,米田　稔,F12950 物性物理Ⅰ,3,2025年度春学期,91
2.0単位,水1,週間授業,山本　薫,F12960 物性物理Ⅱ,3,2025年度秋学期,92
2.0単位,水2,週間授業,池本　康彦,F13000 外国語文献講読Ⅰ,3,2025年度春学期,93
2.0単位,水2,週間授業,池本　康彦,F13010 外国語文献講読Ⅱ,3,2025年度秋学期,94
2.0単位,水2,週間授業,満身　稔／横山　崇／若松　寛／山田　真路／岩永　哲夫／大坂　昇／佐藤　泰史／酒井　誠／川本　大祐,F13140 化学トピックス 〔3年;2年Sコース〕,3,2025年度春学期,95
2.0単位,水3,週間授業,佐藤　泰史,F13160 固体化学,3,2025年度秋学期,96
2.0単位,水1,週間授業,岩永　哲夫,F13190 安全化学,3,2025年度春学期,97
2.0単位,水1,週間授業,川本　大祐,F13200 化学プレゼンテーション,3,2025年度春学期,98
2.0単位,水1,週間授業,酒井　誠／山方　啓,F13240 物理化学演習,3,2025年度秋学期,99
2.0単位,水4,週間授業,花房　直志,F13280 放射線化学,3,2025年度春学期,0
2.0単位,水3,週間授業,畠山　唯達,F13360 情報リテラシー,3,2025年度春学期,1
2.0単位,水2,週間授業,山方　啓,F13430 化学反応解析,3,2025年度秋学期,2
1.0単位,水1,週間授業,川本　大祐,F13450 化学プレゼンテーション,3,2025年度春学期,3
2.0単位,水1,週間授業,満身　稔,F13500 無機化学Ⅰ,3,2025年度春学期,4
2.0単位,水1,週間授業,若松　寛,F13550 有機化学Ⅱ,3,2025年度秋学期,5
2.0単位,水3,週間授業,畠山　唯達,F13750 パソコン演習,3,2025年度秋学期,6
2.0単位,水2,週間授業,水野　信哉,F13760 動物発生学,3,2025年度春学期,7
2.0単位,水1,週間授業,水野　信哉,F13920 微生物学,3,2025年度春学期,8
2.0単位,水1,週間授業,目加田　和之,F13980 動物と人間,3,2025年度春学期,9
2.0単位,水3,週間授業,中本　敦,F14080 動物保全学,3,2025年度秋学期,10
1.0単位,水2,週間授業(学期前半),村上　貴弘,F14110 脊椎動物学Ⅲ (前半),3,2025年度秋学期,11
2.0単位,水2,週間授業,橋川　成美,F14480 薬理学,3,2025年度春学期,12
2.0単位,水1,週間授業,木場　崇剛,F14540 生理検査学Ⅱ,3,2025年度春学期,13
2.0単位,水3 水4 水5,週間授業,木場　崇剛,F14670 生理検査学実習 水345,3,2025年度春学期,14
2.0単位,水3 水4 水5,週間授業,富安　聡／前田　なつ美,F14680 病理学実習 水345,3,2025年度秋学期,15
2.0単位,水3 水4 水5,週間授業,片山　誠一／前田　なつ美,F14760 微生物検査学実習 水345,3,2025年度春学期,16
2.0単位,水2,週間授業,竹村　明洋／寺野　元規,F14850 力学Ⅱ,3,2025年度秋学期,17
2.0単位,水1,週間授業,關　正憲,F15090 機械設計学,3,2025年度春学期,18
2.0単位,水1,週間授業,寺野　元規,F15110 加工学Ⅱ,3,2025年度春学期,19
2.0単位,水5,週間授業,吉田　浩治,F15160 フーリエ解析,3,2025年度秋学期,20
2.0単位,水1,週間授業,坂口　武典,F15360 木材加工 (工：教職の教科に関する科目),3,2025年度秋学期,21
2.0単位,水3,週間授業,七戸　希,F15590 アナログ回路,3,2025年度春学期,22
2.0単位,水3,週間授業,クルモフ　バレリー,F15620 システム制御の基礎,3,2025年度秋学期,23
2.0単位,水1,週間授業,垣谷　公徳,F15640 電子物性の基礎,3,2025年度秋学期,24
2.0単位,水2,週間授業,太田　寛志,F15650 コンピュータ工学Ⅰ,3,2025年度秋学期,25
2.0単位,水2,週間授業,笠　展幸,F15700 パワーエレクトロニクス,3,2025年度秋学期,26
2.0単位,水1,週間授業,クルモフ　バレリー,F15710 制御工学,3,2025年度春学期,27
2.0単位,水3,週間授業,道西　博行,F15770 電子デバイス工学,3,2025年度秋学期,28
1.0単位,水3,週間授業(学期前半),荒井　伸太郎,F15890 電波法規 (前半),3,2025年度春学期,29
2.0単位,水2,週間授業,七戸　希／栗田　満史／河村　実生／垣谷　公徳／クルモフ　バレリー／笠　展幸／道西　博行／太田　寛志／麻原　寛之／荒井　伸太郎,F15900 ＦＥＥＬプログラム,3,2025年度春学期,30
2.0単位,水3,週間授業,麻谷　淳,F16080 暗号とセキュリティ,3,2025年度秋学期,31
2.0単位,水2,週間授業,片山　謙吾,F16130 人工知能,3,2025年度春学期,32
2.0単位,水2,週間授業,上嶋　明,F16250 電気回路,3,2025年度秋学期,33
2.0単位,水2,週間授業,近藤　真史,F16430 基礎プログラミング 水2 JBクラス,3,2025年度春学期,34
1.0単位,水2,週間授業(学期前半),近藤　真史,F16431 基礎プログラミングⅠ (前半)水2 JBクラス,3,2025年度春学期,35
1.0単位,水2,週間授業(学期後半),近藤　真史,F16432 基礎プログラミングⅡ (後半)水2 JBクラス,3,2025年度春学期,36
2.0単位,水3,週間授業,麻谷　淳,F16440 基礎プログラミング 水3 JAクラス,3,2025年度春学期,37
1.0単位,水3,週間授業(学期前半),麻谷　淳,F16441 基礎プログラミングⅠ (前半)水3 JAクラス,3,2025年度春学期,38
1.0単位,水3,週間授業(学期後半),麻谷　淳,F16442 基礎プログラミングⅡ (後半)水3 JAクラス,3,2025年度春学期,39
2.0単位,水2,週間授業,西川　憲明,F16450 応用プログラミング 水2 JAクラス,3,2025年度秋学期,40
1.0単位,水2,週間授業(学期前半),西川　憲明,F16451 応用プログラミングⅠ (前半)水2 JAクラス,3,2025年度秋学期,41
1.0単位,水2,週間授業(学期後半),西川　憲明,F16452 応用プログラミングⅡ (後半)水2 JAクラス,3,2025年度秋学期,42
2.0単位,水3,週間授業,川畑　宣之,F16460 応用プログラミング 水3 JBクラス,3,2025年度秋学期,43
1.0単位,水3,週間授業(学期前半),川畑　宣之,F16461 応用プログラミングⅠ (前半)水3 JBクラス,3,2025年度秋学期,44
1.0単位,水3,週間授業(学期後半),川畑　宣之,F16462 応用プログラミングⅡ (後半)水3 JBクラス,3,2025年度秋学期,45
2.0単位,水1,週間授業,島田　恭宏,F16530 ディジタル信号処理,3,2025年度春学期,46
2.0単位,水1,週間授業,藤田　佳江,F16680 情報リテラシー,3,2025年度春学期,47
2.0単位,水1,週間授業,藤田　佳江,F16690 パソコン演習,3,2025年度秋学期,48
2.0単位,水2,週間授業,押谷　潤,F16760 化学工学Ⅰ,3,2025年度春学期,49
2.0単位,水2,週間授業,押谷　潤,F16770 化学工学Ⅱ,3,2025年度秋学期,50
2.0単位,水1,週間授業,古賀　雄一,F16820 生化学Ⅰ,3,2025年度春学期,51
